1.96E+00	2.95E-11	1.57E-11	1.02E-11
2.01E+00	2.88E-11	1.53E-11	9.92E-12
2.06E+00	2.82E-11	1.50E-11	9.69E-12
2.10E+00	2.75E-11	1.46E-11	9.47E-12
2.15E+00	2.69E-11	1.43E-11	9.25E-12
2.21E+00	2.63E-11	1.40E-11	9.04E-12
2.26E+00	2.57E-11	1.37E-11	8.83E-12
2.31E+00	2.51E-11	1.33E-11	8.62E-12
2.36E+00	2.45E-11	1.30E-11	8.42E-12
2.42E+00	2.39E-11	1.27E-11	8.23E-12
2.48E+00	2.34E-11	1.24E-11	8.04E-12
2.54E+00	2.28E-11	1.21E-11	7.85E-12
2.60E+00	2.23E-11	1.19E-11	7.67E-12
2.66E+00	2.18E-11	1.16E-11	7.49E-12
2.72E+00	2.13E-11	1.13E-11	7.32E-12
2.78E+00	2.08E-11	1.11E-11	7.15E-12
2.85E+00	2.03E-11	1.08E-11	6.98E-12
2.92E+00	1.98E-11	1.06E-11	6.82E-12
2.98E+00	1.94E-11	1.03E-11	6.66E-12
3.05E+00	1.89E-11	1.01E-11	6.51E-12
3.13E+00	1.85E-11	9.83E-12	6.36E-12
3.20E+00	1.80E-11	9.60E-12	6.21E-12
3.27E+00	1.76E-11	9.38E-12	6.06E-12
3.35E+00	1.72E-11	9.16E-12	5.92E-12
3.43E+00	1.68E-11	8.94E-12	5.78E-12
3.51E+00	1.64E-11	8.73E-12	5.64E-12
3.59E+00	1.60E-11	8.52E-12	5.51E-12
3.68E+00	1.56E-11	8.31E-12	5.37E-12
3.76E+00	1.52E-11	8.11E-12	5.24E-12
3.85E+00	1.49E-11	7.91E-12	5.11E-12
3.94E+00	1.45E-11	7.71E-12	4.98E-12
4.04E+00	1.41E-11	7.51E-12	4.85E-12
4.13E+00	1.37E-11	7.31E-12	4.72E-12
4.23E+00	1.34E-11	7.11E-12	4.59E-12
4.33E+00	1.30E-11	6.89E-12	4.46E-12
4.43E+00	1.26E-11	6.69E-12	4.33E-12
4.53E+00	1.22E-11	6.47E-12	4.19E-12
4.64E+00	1.17E-11	6.25E-12	4.04E-12
4.75E+00	1.13E-11	6.03E-12	3.90E-12
4.86E+00	1.09E-11	5.79E-12	3.74E-12
4.98E+00	1.05E-11	5.56E-12	3.60E-12
5.09E+00	9.99E-12	5.31E-12	3.43E-12
5.21E+00	9.55E-12	5.08E-12	3.29E-12
5.34E+00	9.12E-12	4.85E-12	3.14E-12
5.46E+00	8.68E-12	4.62E-12	2.98E-12
5.59E+00	8.21E-12	4.37E-12	2.83E-12
5.72E+00	7.76E-12	4.13E-12	2.67E-12
5.86E+00	7.35E-12	3.91E-12	2.53E-12
5.99E+00	6.96E-12	3.70E-12	2.39E-12
6.14E+00	6.57E-12	3.50E-12	2.26E-12
6.28E+00	6.21E-12	3.31E-12	2.14E-12
6.43E+00	5.88E-12	3.13E-12	2.02E-12
6.58E+00	5.53E-12	2.94E-12	1.90E-12
6.73E+00	5.22E-12	2.78E-12	1.80E-12
6.89E+00	4.94E-12	2.63E-12	1.70E-12
7.05E+00	4.66E-12	2.48E-12	1.60E-12
7.22E+00	4.39E-12	2.34E-12	1.51E-12
7.39E+00	4.18E-12	2.22E-12	1.44E-12
7.56E+00	3.95E-12	2.10E-12	1.36E-12
7.74E+00	3.73E-12	1.98E-12	1.28E-12
7.92E+00	3.54E-12	1.89E-12	1.22E-12
8.11E+00	3.37E-12	1.79E-12	1.16E-12
8.30E+00	3.19E-12	1.70E-12	1.10E-12
8.50E+00	2.99E-12	1.59E-12	1.03E-12
8.70E+00	2.86E-12	1.52E-12	9.84E-13
8.90E+00	2.76E-12	1.47E-12	9.48E-13
9.11E+00	2.63E-12	1.40E-12	9.04E-13
9.33E+00	2.49E-12	1.33E-12	8.57E-13
9.55E+00	2.36E-12	1.26E-12	8.13E-13
9.77E+00	2.26E-12	1.20E-12	7.76E-13
1.00E+01	2.19E-12	1.16E-12	7.52E-13
1.00E+01	2.10E-12	1.09E-12	7.55E-13
1.02E+01	1.98E-12	1.03E-12	7.29E-13
1.05E+01	1.90E-12	9.88E-13	7.00E-13
